transaction_id_dd,transaction_date,transaction_time,transaction_date_key,customer_id,account_id,merchant_id,branch_id,channel_id,transaction_type_id,amount,currency,is_recurring,is_salary,previous_balance,balance_after_transaction
txn00000000036,2024-05-17,19:01:24,20240517,1,1,12,501,1,1,38.29,USD,False,False,6624.91,6586.62
txn00000000037,2024-05-21,20:00:15,20240521,1,1,1,501,1,1,30.36,USD,False,False,6586.62,6556.26
txn00000000038,2024-06-01,11:44:55,20240601,1,1,12,501,4,1,12.43,USD,False,False,6556.26,6543.83
txn00000000039,2024-06-02,09:00:00,20240602,1,1,0,501,4,4,1604.92,USD,True,True,6543.83,8148.75
txn00000000040,2024-06-02,10:30:00,20240602,1,1,0,501,2,6,340.12,USD,True,False,8148.75,7808.63
txn00000000041,2024-06-02,14:12:48,20240602,1,1,54,501,1,1,28.16,USD,False,False,7808.63,7780.47
txn00000000042,2024-06-04,18:32:36,20240604,1,1,13,501,1,1,33.22,USD,False,False,7780.47,7747.25
txn00000000043,2024-06-06,17:13:43,20240606,1,1,25,501,1,1,43.42,USD,False,False,7747.25,7703.83
txn00000000044,2024-06-07,17:44:52,20240607,1,1,13,501,1,1,35.64,USD,False,False,7703.83,7668.19
txn00000000045,2024-06-08,17:39:50,20240608,1,1,49,501,3,2,83.57,USD,False,False,7668.19,7584.62
txn00000000046,2024-06-14,17:53:20,20240614,1,1,34,501,1,1,42.28,USD,False,False,7584.62,7542.34
txn00000000047,2024-06-15,14:24:45,20240615,1,1,36,501,1,1,39.64,USD,False,False,7542.34,7502.7
txn00000000048,2024-06-16,15:59:24,20240616,1,1,10,501,3,2,73.05,USD,False,False,7502.7,7429.65
txn00000000049,2024-06-26,15:02:05,20240626,1,1,53,501,1,1,37.34,USD,False,False,7429.65,7392.31
txn00000000050,2024-06-29,13:44:22,20240629,1,1,3,501,2,1,31.85,USD,False,False,7392.31,7360.46
txn00000000051,2024-07-02,09:00:00,20240702,1,1,0,501,4,4,1604.92,USD,True,True,7360.46,8965.38
txn00000000052,2024-07-02,10:30:00,20240702,1,1,0,501,2,6,340.12,USD,True,False,8965.38,8625.26
txn00000000053,2024-07-13,16:52:06,20240713,1,1,31,501,2,1,20.33,USD,False,False,8625.26,8604.93
txn00000000054,2024-07-13,17:58:36,20240713,1,1,50,501,3,2,82.28,USD,False,False,8604.93,8522.65
txn00000000055,2024-07-14,15:36:37,20240714,1,1,22,501,3,2,86.39,USD,False,False,8522.65,8436.26
txn00000000056,2024-07-16,16:10:05,20240716,1,1,2,501,1,1,39.03,USD,False,False,8436.26,8397.23
txn00000000057,2024-07-21,18:01:26,20240721,1,1,13,501,1,1,20.04,USD,False,False,8397.23,8377.19
txn00000000058,2024-07-22,19:43:15,20240722,1,1,32,501,2,1,39.91,USD,False,False,8377.19,8337.28
txn00000000059,2024-07-24,19:45:01,20240724,1,1,28,501,1,1,35.8,USD,False,False,8337.28,8301.48
txn00000000060,2024-07-25,19:35:45,20240725,1,1,25,501,1,1,35.68,USD,False,False,8301.48,8265.8
txn00000000061,2024-07-27,10:00:00,20240727,1,1,12,501,2,1,40.0,USD,False,False,8265.8,8225.8
txn00000000062,2024-07-28,19:04:36,20240728,1,1,54,501,1,1,31.17,USD,False,False,8225.8,8194.63
txn00000000063,2024-08-02,09:00:00,20240802,1,1,0,501,4,4,1604.92,USD,True,True,8194.63,9799.55
txn00000000064,2024-08-02,10:30:00,20240802,1,1,0,501,2,6,340.12,USD,True,False,9799.55,9459.43
txn00000000065,2024-08-06,14:28:49,20240806,1,1,35,501,2,1,36.73,USD,False,False,9459.43,9422.7
txn00000000066,2024-08-06,13:56:24,20240806,1,1,13,501,1,1,4.22,USD,False,False,9422.7,9418.48
txn00000000067,2024-08-09,22:40:23,20240809,1,1,12,501,2,1,37.36,USD,False,False,9418.48,9381.12
txn00000000068,2024-08-11,14:09:08,20240811,1,1,54,501,1,1,38.51,USD,False,False,9381.12,9342.61
txn00000000069,2024-08-17,21:30:14,20240817,1,1,10,501,3,2,100.4,USD,False,False,9342.61,9242.21
txn00000000070,2024-08-22,20:55:17,20240822,1,1,50,501,3,2,79.85,USD,False,False,9242.21,9162.36
txn00000000071,2024-09-02,09:00:00,20240902,1,1,0,501,4,4,1604.92,USD,True,True,9162.36,10767.28
txn00000000072,2024-09-02,10:30:00,20240902,1,1,0,501,2,6,340.12,USD,True,False,10767.28,10427.16
txn00000000073,2024-09-08,16:40:28,20240908,1,1,10,501,3,2,80.8,USD,False,False,10427.16,10346.36
txn00000000074,2024-09-08,13:07:46,20240908,1,1,22,501,3,2,84.51,USD,False,False,10346.36,10261.85
txn00000000075,2024-09-11,13:52:37,20240911,1,1,54,501,2,1,37.07,USD,False,False,10261.85,10224.78
txn00000000076,2024-09-12,15:24:35,20240912,1,1,47,501,1,1,38.38,USD,False,False,10224.78,10186.4
txn00000000077,2024-09-13,22:46:24,20240913,1,1,53,501,1,1,35.11,USD,False,False,10186.4,10151.29
txn00000000078,2024-09-24,10:42:03,20240924,1,1,50,501,3,2,80.13,USD,False,False,10151.29,10071.16
txn00000000079,2024-09-26,15:59:07,20240926,1,1,31,501,1,1,36.25,USD,False,False,10071.16,10034.91
txn00000000080,2024-10-02,09:00:00,20241002,1,1,0,501,4,4,1604.92,USD,True,True,10034.91,11639.83
txn00000000081,2024-10-02,10:30:00,20241002,1,1,0,501,2,6,340.12,USD,True,False,11639.83,11299.71
txn00000000082,2024-10-06,14:24:01,20241006,1,1,2,501,1,1,21.09,USD,False,False,11299.71,11278.62
txn00000000083,2024-10-16,16:51:36,20241016,1,1,14,501,1,1,37.04,USD,False,False,11278.62,11241.58
txn00000000084,2024-10-17,23:00:00,20241017,1,1,49,501,3,2,94.43,USD,False,False,11241.58,11147.15
txn00000000085,2024-10-22,23:00:00,20241022,1,1,14,501,1,1,35.39,USD,False,False,11147.15,11111.76
txn00000000086,2024-10-23,14:54:20,20241023,1,1,53,501,2,1,29.34,USD,False,False,11111.76,11082.42
txn00000000087,2024-10-27,14:21:53,20241027,1,1,33,501,2,1,40.73,USD,False,False,11082.42,11041.69
txn00000000088,2024-10-28,14:52:39,20241028,1,1,50,501,3,2,76.51,USD,False,False,11041.69,10965.18
txn00000000089,2024-11-02,09:00:00,20241102,1,1,0,501,4,4,1604.92,USD,True,True,10965.18,12570.1
txn00000000090,2024-11-02,10:30:00,20241102,1,1,0,501,2,6,340.12,USD,True,False,12570.1,12229.98
txn00000000091,2024-11-02,12:51:30,20241102,1,1,47,501,1,1,41.45,USD,False,False,12229.98,12188.53
txn00000000092,2024-11-06,16:53:53,20241106,1,1,50,501,3,2,100.94,USD,False,False,12188.53,12087.59
txn00000000093,2024-11-25,21:46:38,20241125,1,1,33,501,2,1,38.37,USD,False,False,12087.59,12049.22
txn00000000094,2024-11-28,16:48:04,20241128,1,1,37,501,1,1,40.05,USD,False,False,12049.22,12009.17
txn00000000095,2024-11-30,11:27:12,20241130,1,1,3,501,1,1,39.35,USD,False,False,12009.17,11969.82
txn00000000096,2024-12-02,09:00:00,20241202,1,1,0,501,4,4,1604.92,USD,True,True,11969.82,13574.74
txn00000000097,2024-12-02,10:30:00,20241202,1,1,0,501,2,6,340.12,USD,True,False,13574.74,13234.62
txn00000000098,2024-12-11,11:38:41,20241211,1,1,1,501,2,1,36.34,USD,False,False,13234.62,13198.28
txn00000000099,2024-12-12,17:08:43,20241212,1,1,2,501,2,1,37.91,USD,False,False,13198.28,13160.37
txn00000000100,2024-12-16,14:44:23,20241216,1,1,54,501,1,1,16.17,USD,False,False,13160.37,13144.2
txn00000000101,2024-12-21,17:16:14,20241221,1,1,9,501,1,1,20.3,USD,False,False,13144.2,13123.9
txn00000000102,2024-01-02,23:00:00,20240102,2,2,36,501,1,1,16.08,USD,False,False,831.06,814.98
txn00000000103,2024-01-04,17:45:06,20240104,2,2,14,501,2,1,15.9,USD,False,False,814.98,799.08
txn00000000104,2024-01-05,09:00:00,20240105,2,2,0,501,4,4,1038.83,USD,True,True,799.08,1837.91
txn00000000105,2024-01-06,10:00:00,20240106,2,2,20,501,2,3,14.48,USD,True,False,1837.91,1823.43
txn00000000106,2024-01-06,10:00:00,20240106,2,2,8,501,2,3,11.02,USD,True,False,1823.43,1812.41
txn00000000107,2024-01-06,10:00:00,20240106,2,2,46,501,2,3,12.06,USD,True,False,1812.41,1800.35
txn00000000108,2024-01-08,10:30:00,20240108,2,2,0,501,2,6,412.28,USD,True,False,1800.35,1388.07
txn00000000109,2024-01-20,11:36:16,20240120,2,2,14,501,1,1,17.36,USD,False,False,1388.07,1370.71
txn00000000110,2024-01-26,18:48:22,20240126,2,2,34,501,1,1,16.89,USD,False,False,1370.71,1353.82
txn00000000111,2024-01-27,10:00:00,20240127,2,2,47,501,1,1,15.76,USD,False,False,1353.82,1338.06
txn00000000112,2024-01-27,23:00:00,20240127,2,2,26,501,2,1,2.95,USD,False,False,1338.06,1335.11
txn00000000113,2024-01-29,21:58:00,20240129,2,2,53,501,1,1,13.22,USD,False,False,1335.11,1321.89
txn00000000114,2024-02-01,16:41:22,20240201,2,2,2,501,2,1,14.1,USD,False,False,1321.89,1307.79
txn00000000115,2024-02-05,09:00:00,20240205,2,2,0,501,4,4,1038.83,USD,True,True,1307.79,2346.62
txn00000000116,2024-02-06,10:00:00,20240206,2,2,20,501,2,3,14.73,USD,True,False,2346.62,2331.89
txn00000000117,2024-02-06,10:00:00,20240206,2,2,20,501,2,3,29.2,USD,True,False,2331.89,2302.69
txn00000000118,2024-02-06,10:00:00,20240206,2,2,45,501,2,3,9.86,USD,True,False,2302.69,2292.83
txn00000000119,2024-02-08,10:30:00,20240208,2,2,0,501,2,6,412.28,USD,True,False,2292.83,1880.55
txn00000000120,2024-02-23,14:20:53,20240223,2,2,25,501,1,1,10.26,USD,False,False,1880.55,1870.29
txn00000000121,2024-03-05,09:00:00,20240305,2,2,0,501,4,4,1038.83,USD,True,True,1870.29,2909.12
txn00000000122,2024-03-06,10:00:00,20240306,2,2,20,501,2,3,15.92,USD,True,False,2909.12,2893.2
txn00000000123,2024-03-06,10:00:00,20240306,2,2,45,501,2,3,30.99,USD,True,False,2893.2,2862.21
txn00000000124,2024-03-08,10:30:00,20240308,2,2,0,501,2,6,412.28,USD,True,False,2862.21,2449.93
txn00000000125,2024-03-10,20:56:24,20240310,2,2,47,501,2,1,12.44,USD,False,False,2449.93,2437.49
txn00000000126,2024-03-12,23:00:00,20240312,2,2,35,501,2,1,16.86,USD,False,False,2437.49,2420.63
txn00000000127,2024-03-16,22:13:07,20240316,2,2,15,501,1,1,17.44,USD,False,False,2420.63,2403.19
txn00000000128,2024-03-27,23:00:00,20240327,2,2,47,501,2,1,10.11,USD,False,False,2403.19,2393.08
txn00000000129,2024-04-04,20:37:03,20240404,2,2,53,501,1,1,15.94,USD,False,False,2393.08,2377.14
txn00000000130,2024-04-05,09:00:00,20240405,2,2,0,501,4,4,1038.83,USD,True,True,2377.14,3415.97
txn00000000131,2024-04-05,21:54:06,20240405,2,2,34,501,1,1,18.18,USD,False,False,3415.97,3397.79
txn00000000132,2024-04-06,10:00:00,20240406,2,2,20,501,2,3,29.45,USD,True,False,3397.79,3368.34
txn00000000133,2024-04-06,10:00:00,20240406,2,2,46,501,2,3,10.52,USD,True,False,3368.34,3357.82
txn00000000134,2024-04-06,10:00:00,20240406,2,2,8,501,2,3,12.22,USD,True,False,3357.82,3345.6
txn00000000135,2024-04-08,10:30:00,20240408,2,2,0,501,2,6,412.28,USD,True,False,3345.6,2933.32
txn00000000136,2024-04-08,20:07:52,20240408,2,2,14,501,1,1,18.14,USD,False,False,2933.32,2915.18
txn00000000137,2024-04-27,23:00:00,20240427,2,2,34,501,1,1,18.48,USD,False,False,2915.18,2896.7
txn00000000138,2024-05-05,09:00:00,20240505,2,2,0,501,4,4,1038.83,USD,True,True,2896.7,3935.53
txn00000000139,2024-05-06,10:00:00,20240506,2,2,46,501,2,3,31.5,USD,True,False,3935.53,3904.03
txn00000000140,2024-05-06,10:00:00,20240506,2,2,46,501,2,3,11.19,USD,True,False,3904.03,3892.84
txn00000000141,2024-05-06,10:00:00,20240506,2,2,45,501,2,3,11.71,USD,True,False,3892.84,3881.13
txn00000000142,2024-05-06,10:00:00,20240506,2,2,45,501,2,3,14.5,USD,True,False,3881.13,3866.63
txn00000000143,2024-05-08,10:30:00,20240508,2,2,0,501,2,6,412.28,USD,True,False,3866.63,3454.35
txn00000000144,2024-05-15,13:25:27,20240515,2,2,32,501,1,1,16.65,USD,False,False,3454.35,3437.7
txn00000000145,2024-05-17,14:52:01,20240517,2,2,34,501,2,1,17.04,USD,False,False,3437.7,3420.66
txn00000000146,2024-05-21,14:32:43,20240521,2,2,26,501,1,1,13.85,USD,False,False,3420.66,3406.81
txn00000000147,2024-05-22,20:14:48,20240522,2,2,2,501,2,1,12.77,USD,False,False,3406.81,3394.04
txn00000000148,2024-06-04,17:44:46,20240604,2,2,54,501,1,1,18.15,USD,False,False,3394.04,3375.89
txn00000000149,2024-06-05,09:00:00,20240605,2,2,0,501,4,4,1038.83,USD,True,True,3375.89,4414.72
txn00000000150,2024-06-06,10:00:00,20240606,2,2,20,501,2,3,33.52,USD,True,False,4414.72,4381.2
txn00000000151,2024-06-06,10:00:00,20240606,2,2,8,501,2,3,15.51,USD,True,False,4381.2,4365.69
txn00000000152,2024-06-08,10:30:00,20240608,2,2,0,501,2,6,412.28,USD,True,False,4365.69,3953.41
txn00000000153,2024-06-08,15:06:45,20240608,2,2,34,501,1,1,17.81,USD,False,False,3953.41,3935.6
txn00000000154,2024-06-14,10:01:13,20240614,2,2,32,501,2,1,15.87,USD,False,False,3935.6,3919.73
txn00000000155,2024-06-25,12:28:52,20240625,2,2,54,501,2,1,12.38,USD,False,False,3919.73,3907.35
txn00000000156,2024-06-27,20:43:21,20240627,2,2,14,501,1,1,15.1,USD,False,False,3907.35,3892.25
txn00000000157,2024-07-01,13:41:36,20240701,2,2,2,501,1,1,17.11,USD,False,False,3892.25,3875.14
txn00000000158,2024-07-05,09:00:00,20240705,2,2,0,501,4,4,1038.83,USD,True,True,3875.14,4913.97
txn00000000159,2024-07-06,10:00:00,20240706,2,2,46,501,2,3,30.36,USD,True,False,4913.97,4883.61
txn00000000160,2024-07-06,10:00:00,20240706,2,2,45,501,2,3,11.92,USD,True,False,4883.61,4871.69
txn00000000161,2024-07-08,10:30:00,20240708,2,2,0,501,2,6,412.28,USD,True,False,4871.69,4459.41
txn00000000162,2024-07-16,19:53:20,20240716,2,2,15,501,2,1,16.85,USD,False,False,4459.41,4442.56
txn00000000163,2024-07-18,17:48:08,20240718,2,2,33,501,1,1,16.33,USD,False,False,4442.56,4426.23
txn00000000164,2024-07-30,20:10:23,20240730,2,2,2,501,1,1,13.4,USD,False,False,4426.23,4412.83
txn00000000165,2024-08-05,09:00:00,20240805,2,2,0,501,4,4,1038.83,USD,True,True,4412.83,5451.66
txn00000000166,2024-08-06,10:00:00,20240806,2,2,45,501,2,3,15.6,USD,True,False,5451.66,5436.06
txn00000000167,2024-08-06,10:00:00,20240806,2,2,46,501,2,3,13.43,USD,True,False,5436.06,5422.63
txn00000000168,2024-08-06,10:00:00,20240806,2,2,8,501,2,3,30.35,USD,True,False,5422.63,5392.28
txn00000000169,2024-08-06,10:00:00,20240806,2,2,20,501,2,3,10.08,USD,True,False,5392.28,5382.2
txn00000000170,2024-08-08,10:30:00,20240808,2,2,0,501,2,6,412.28,USD,True,False,5382.2,4969.92
txn00000000171,2024-09-05,09:00:00,20240905,2,2,0,501,4,4,1038.83,USD,True,True,4969.92,6008.75
txn00000000172,2024-09-06,10:00:00,20240906,2,2,8,501,2,3,12.17,USD,True,False,6008.75,5996.58
txn00000000173,2024-09-06,10:00:00,20240906,2,2,20,501,2,3,31.51,USD,True,False,5996.58,5965.07
txn00000000174,2024-09-06,10:00:00,20240906,2,2,20,501,2,3,11.28,USD,True,False,5965.07,5953.79
txn00000000175,2024-09-06,10:00:00,20240906,2,2,46,501,2,3,14.5,USD,True,False,5953.79,5939.29
txn00000000176,2024-09-08,10:30:00,20240908,2,2,0,501,2,6,412.28,USD,True,False,5939.29,5527.01
txn00000000177,2024-09-10,13:58:03,20240910,2,2,47,501,1,1,13.7,USD,False,False,5527.01,5513.31
txn00000000178,2024-09-21,13:16:45,20240921,2,2,2,501,1,1,10.85,USD,False,False,5513.31,5502.46
txn00000000179,2024-09-28,18:47:36,20240928,2,2,26,501,2,1,16.8,USD,False,False,5502.46,5485.66
txn00000000180,2024-10-05,09:00:00,20241005,2,2,0,501,4,4,1038.83,USD,True,True,5485.66,6524.49
txn00000000181,2024-10-06,10:00:00,20241006,2,2,45,501,2,3,31.25,USD,True,False,6524.49,6493.24
txn00000000182,2024-10-06,10:00:00,20241006,2,2,8,501,2,3,11.22,USD,True,False,6493.24,6482.02
txn00000000183,2024-10-06,10:00:00,20241006,2,2,8,501,2,3,14.39,USD,True,False,6482.02,6467.63
txn00000000184,2024-10-06,10:00:00,20241006,2,2,45,501,2,3,10.31,USD,True,False,6467.63,6457.32
txn00000000185,2024-10-08,10:30:00,20241008,2,2,0,501,2,6,412.28,USD,True,False,6457.32,6045.04
txn00000000186,2024-11-03,14:59:38,20241103,2,2,48,501,2,1,16.94,USD,False,False,6045.04,6028.1
txn00000000187,2024-11-05,09:00:00,20241105,2,2,0,501,4,4,1038.83,USD,True,True,6028.1,7066.93
txn00000000188,2024-11-06,10:00:00,20241106,2,2,45,501,2,3,14.3,USD,True,False,7066.93,7052.63
txn00000000189,2024-11-06,10:00:00,20241106,2,2,46,501,2,3,9.54,USD,True,False,7052.63,7043.09
txn00000000190,2024-11-06,10:00:00,20241106,2,2,46,501,2,3,11.44,USD,True,False,7043.09,7031.65
txn00000000191,2024-11-06,10:00:00,20241106,2,2,45,501,2,3,28.18,USD,True,False,7031.65,7003.47
txn00000000192,2024-11-08,10:30:00,20241108,2,2,0,501,2,6,412.28,USD,True,False,7003.47,6591.19
txn00000000193,2024-11-11,12:07:14,20241111,2,2,4,501,1,1,15.48,USD,False,False,6591.19,6575.71
txn00000000194,2024-11-15,14:52:24,20241115,2,2,53,501,1,1,16.59,USD,False,False,6575.71,6559.12
txn00000000195,2024-11-25,17:56:17,20241125,2,2,3,501,1,1,16.1,USD,False,False,6559.12,6543.02
txn00000000196,2024-12-05,09:00:00,20241205,2,2,0,501,4,4,1038.83,USD,True,True,6543.02,7581.85
txn00000000197,2024-12-06,10:00:00,20241206,2,2,46,501,2,3,13.63,USD,True,False,7581.85,7568.22
txn00000000198,2024-12-06,10:00:00,20241206,2,2,20,501,2,3,31.14,USD,True,False,7568.22,7537.08
txn00000000199,2024-12-06,10:00:00,20241206,2,2,20,501,2,3,16.85,USD,True,False,7537.08,7520.23
txn00000000200,2024-12-08,10:30:00,20241208,2,2,0,501,2,6,412.28,USD,True,False,7520.23,7107.95
txn00000000201,2024-12-16,20:38:37,20241216,2,2,2,501,2,1,16.79,USD,False,False,7107.95,7091.16
txn00000000202,2024-12-23,19:29:58,20241223,2,2,3,501,1,1,16.72,USD,False,False,7091.16,7074.44
txn00000000203,2024-12-25,23:00:00,20241225,2,2,35,501,2,1,16.61,USD,False,False,7074.44,7057.83
txn00000000204,2024-01-01,09:00:00,20240101,3,3,0,501,4,4,661.4,USD,True,True,529.12,1190.52
txn00000000205,2024-01-03,10:30:00,20240103,3,3,0,501,2,6,277.16,USD,True,False,1190.52,913.36
txn00000000206,2024-01-12,10:00:00,20240112,3,3,8,501,2,3,10.61,USD,True,False,913.36,902.75
txn00000000207,2024-01-12,10:00:00,20240112,3,3,46,501,2,3,6.05,USD,True,False,902.75,896.7
txn00000000208,2024-01-12,10:00:00,20240112,3,3,46,501,2,3,7.54,USD,True,False,896.7,889.16
txn00000000209,2024-01-12,10:00:00,20240112,3,3,8,501,2,3,21.66,USD,True,False,889.16,867.5
txn00000000210,2024-01-20,15:58:38,20240120,3,3,22,501,3,2,55.03,USD,False,False,867.5,812.47
txn00000000211,2024-02-01,09:00:00,20240201,3,3,0,501,4,4,661.4,USD,True,True,812.47,1473.87
txn00000000212,2024-02-03,10:30:00,20240203,3,3,0,501,2,6,277.16,USD,True,False,1473.87,1196.71
txn00000000213,2024-02-07,16:49:20,20240207,3,3,54,501,1,1,9.74,USD,False,False,1196.71,1186.97
txn00000000214,2024-02-10,16:05:32,20240210,3,3,28,501,1,1,9.83,USD,False,False,1186.97,1177.14
txn00000000215,2024-02-12,10:00:00,20240212,3,3,20,501,2,3,18.56,USD,True,False,1177.14,1158.58
txn00000000216,2024-02-12,10:00:00,20240212,3,3,45,501,2,3,6.75,USD,True,False,1158.58,1151.83
txn00000000217,2024-02-27,23:00:00,20240227,3,3,24,501,2,1,4.81,USD,False,False,1151.83,1147.02
txn00000000218,2024-02-29,12:19:32,20240229,3,3,24,501,1,1,9.31,USD,False,False,1147.02,1137.71
txn00000000219,2024-03-01,09:00:00,20240301,3,3,0,501,4,4,661.4,USD,True,True,1137.71,1799.11
txn00000000220,2024-03-03,10:30:00,20240303,3,3,0,501,2,6,277.16,USD,True,False,1799.11,1521.95
txn00000000221,2024-03-12,10:00:00,20240312,3,3,46,501,2,3,9.22,USD,True,False,1521.95,1512.73
txn00000000222,2024-03-12,10:00:00,20240312,3,3,20,501,2,3,20.97,USD,True,False,1512.73,1491.76
txn00000000223,2024-03-12,10:00:00,20240312,3,3,8,501,2,3,6.4,USD,True,False,1491.76,1485.36
txn00000000224,2024-03-12,10:00:00,20240312,3,3,8,501,2,3,7.23,USD,True,False,1485.36,1478.13
txn00000000225,2024-04-01,09:00:00,20240401,3,3,0,501,4,4,661.4,USD,True,True,1478.13,2139.53
txn00000000226,2024-04-03,10:30:00,20240403,3,3,0,501,2,6,277.16,USD,True,False,2139.53,1862.37
txn00000000227,2024-04-12,10:00:00,20240412,3,3,45,501,2,3,18.33,USD,True,False,1862.37,1844.04
txn00000000228,2024-04-12,10:00:00,20240412,3,3,45,501,2,3,7.9,USD,True,False,1844.04,1836.14
txn00000000229,2024-04-12,10:00:00,20240412,3,3,45,501,2,3,6.98,USD,True,False,1836.14,1829.16
txn00000000230,2024-04-12,10:00:00,20240412,3,3,20,501,2,3,10.71,USD,True,False,1829.16,1818.45
txn00000000231,2024-04-15,10:50:35,20240415,3,3,15,501,2,1,10.23,USD,False,False,1818.45,1808.22
txn00000000232,2024-04-26,23:00:00,20240426,3,3,54,501,2,1,10.26,USD,False,False,1808.22,1797.96
txn00000000233,2024-05-01,09:00:00,20240501,3,3,0,501,4,4,661.4,USD,True,True,1797.96,2459.36
txn00000000234,2024-05-03,10:30:00,20240503,3,3,0,501,2,6,277.16,USD,True,False,2459.36,2182.2
txn00000000235,2024-05-12,10:00:00,20240512,3,3,20,501,2,3,9.26,USD,True,False,2182.2,2172.94
txn00000000236,2024-05-12,10:00:00,20240512,3,3,8,501,2,3,21.58,USD,True,False,2172.94,2151.36
txn00000000237,2024-05-12,10:00:00,20240512,3,3,8,501,2,3,6.59,USD,True,False,2151.36,2144.77
txn00000000238,2024-05-12,10:00:00,20240512,3,3,46,501,2,3,7.59,USD,True,False,2144.77,2137.18
txn00000000239,2024-05-15,11:57:11,20240515,3,3,10,501,3,2,68.78,USD,False,False,2137.18,2068.4
txn00000000240,2024-05-15,13:47:38,20240515,3,3,25,501,1,1,8.2,USD,False,False,2068.4,2060.2
txn00000000241,2024-06-01,09:00:00,20240601,3,3,0,501,4,4,661.4,USD,True,True,2060.2,2721.6
txn00000000242,2024-06-03,10:30:00,20240603,3,3,0,501,2,6,277.16,USD,True,False,2721.6,2444.44
